Restaurant ID,Restaurant Name,Country Code,City,Longitude,Latitude,Votes,Average Cost for two,Currency,Price range,Aggregate rating,Rating text,Cuisines
6308205,Wildflour Cafe + Bakery,162,Taguig City,121.04622,14.549337,392,1500,Botswana Pula(P),4,4.4,Very Good,"Cafe, Bakery, American, Italian"
6315438,NIU by Vikings,162,Taguig City,121.053725,14.545858,535,3000,Botswana Pula(P),4,4.7,Excellent,"Seafood, American, Mediterranean, Japanese"
6310406,The Food Hall by Todd English,162,Taguig City,121.0534998,14.54565535,618,1800,Botswana Pula(P),4,4.5,Excellent,"American, Asian, Italian, Seafood"
6600681,Chez Michou,30,Brasí_lia,-47.88178889,-15.76414167,6,55,Brazilian Real(R$),2,3,Average,"Fast Food, French"
6601005,Cafí© Daniel Briand,30,Brasí_lia,-47.88266667,-15.7775,9,30,Brazilian Real(R$),1,3.8,Good,Cafe
6600292,Casa do Biscoito Mineiro,30,Brasí_lia,-47.88213611,-15.75747222,11,45,Brazilian Real(R$),2,3.7,Good,Bakery
6600441,Maori,30,Brasí_lia,-47.88816667,-15.75883333,11,60,Brazilian Real(R$),3,3.8,Good,Brazilian
6600970,Pizza íæ Bessa,30,Brasí_lia,-47.91566667,-15.83116667,11,50,Brazilian Real(R$),2,3.2,Average,Pizza
6600379,Sushi Loko,30,Brasí_lia,-47.91566667,-15.831,10,80,Brazilian Real(R$),3,3.1,Average,Japanese
6600214,Beirute,30,Brasí_lia,-47.9075,-15.82,8,90,Brazilian Real(R$),3,3.7,Good,Arabian
6601218,New Koto,30,Brasí_lia,-47.91016667,-15.82733333,5,200,Brazilian Real(R$),4,3.7,Good,Japanese
6600060,Sandubas Cafí©,30,Brasí_lia,-47.89016667,-15.797,2,30,Brazilian Real(R$),1,0,Not rated,"Brazilian, Cafe"
6600083,Villa Tevere,30,Brasí_lia,-47.92366667,-15.83133333,12,150,Brazilian Real(R$),4,4.1,Very Good,Italian
6601515,Rovereto,30,Brasí_lia,-48.019,-15.83716667,9,100,Brazilian Real(R$),4,3.1,Average,Pizza
6601361,Buena Carne,30,Brasí_lia,-48.01909167,-15.839775,9,60,Brazilian Real(R$),3,3.6,Good,"Bar Food, Brazilian"
6601602,Taco Pep,30,Brasí_lia,-48.01666667,-15.83483333,29,100,Brazilian Real(R$),4,4.3,Very Good,"Mexican, Grill"
6601589,Coco Bambu,30,Brasí_lia,-47.889,-15.7865,17,230,Brazilian Real(R$),4,4.2,Very Good,International
6601862,Taypíç,30,Brasí_lia,-47.872359,-15.860621,5,100,Brazilian Real(R$),4,3.6,Good,"Peruvian, Latin American"
6601595,Outback Steakhouse,30,Brasí_lia,-47.95628333,-15.83451389,10,150,Brazilian Real(R$),4,4,Very Good,"American, Grill"
6601158,Manzuíç,30,Brasí_lia,-47.87283333,-15.82566667,6,240,Brazilian Real(R$),4,3.2,Average,Seafood
6600427,Coco Bambu,30,Brasí_lia,-47.8685,-15.819,30,230,Brazilian Real(R$),4,4.9,Excellent,International
6600116,Gero,30,Brasí_lia,-47.885812,-15.720118,8,350,Brazilian Real(R$),4,3.3,Average,Italian
6601457,Brazilian American Burgers,30,Brasí_lia,-47.92102778,-15.79753056,9,50,Brazilian Real(R$),2,3.6,Good,"American, Burger"
7303219,Pesqueiro Eco Gourmet,30,Rio de Janeiro,-43.377,-23.0115,7,140,Brazilian Real(R$),4,4,Very Good,"Seafood, Bar Food, Brazilian"
7304307,Confeitaria Colombo,30,Rio de Janeiro,-43.178826,-22.905293,29,100,Brazilian Real(R$),4,4.8,Excellent,"Desserts, Cafe"
7301215,Bibi,30,Rio de Janeiro,-43.18669167,-22.97207222,24,60,Brazilian Real(R$),3,4.7,Excellent,"Juices, Healthy Food"
7300596,Cervantes,30,Rio de Janeiro,-43.17583333,-22.96216667,29,90,Brazilian Real(R$),3,4.5,Excellent,"Beverages, Bar Food, Fast Food"
7300612,Amir,30,Rio de Janeiro,-43.176,-22.96516667,11,170,Brazilian Real(R$),4,4.2,Very Good,Lebanese
7300704,TT Burger,30,Rio de Janeiro,-43.191,-22.98683333,19,60,Brazilian Real(R$),3,4.8,Excellent,Burger
7300955,Braseiro da Gíçvea,30,Rio de Janeiro,-43.227042,-22.973507,40,100,Brazilian Real(R$),4,4.9,Excellent,"Brazilian, Bar Food"
7300521,Balada Mix,30,Rio de Janeiro,-43.211425,-22.98520833,21,90,Brazilian Real(R$),3,4.6,Excellent,"Brazilian, Healthy Food, Juices, Pizza"
7300515,Garota de Ipanema,30,Rio de Janeiro,-43.203,-22.98533333,49,120,Brazilian Real(R$),4,4.9,Excellent,"Brazilian, Bar Food"
7300483,Zazíç BistríÇ Tropical,30,Rio de Janeiro,-43.20520833,-22.98531944,21,170,Brazilian Real(R$),4,4.6,Excellent,Brazilian
7301064,Filí© de Ouro,30,Rio de Janeiro,-43.219563,-22.966647,14,90,Brazilian Real(R$),3,4.3,Very Good,Brazilian
7304312,D.O.C Ristorante,30,Rio de Janeiro,-43.34879167,-22.99991111,5,150,Brazilian Real(R$),4,4,Very Good,Italian
7300004,Sushi Leblon,30,Rio de Janeiro,-43.227,-22.98416667,25,250,Brazilian Real(R$),4,4.6,Excellent,Japanese
7300868,Talho Capixaba,30,Rio de Janeiro,-43.22566667,-22.98516667,13,120,Brazilian Real(R$),4,4.4,Very Good,"Bakery, Sandwich, Brazilian"
7302637,Leme Light,30,Rio de Janeiro,-43.17279167,-22.963925,7,40,Brazilian Real(R$),2,4.2,Very Good,Brazilian
7302140,Shirley,30,Rio de Janeiro,-43.17126389,-22.96337222,8,250,Brazilian Real(R$),4,4.2,Very Good,"Brazilian, Seafood"
7305048,Quiosque Chopp Brahma,30,Rio de Janeiro,-43.341164,-22.870413,1,70,Brazilian Real(R$),3,0,Not rated,"Bar Food, Brazilian"
7302898,Aprazí_vel,30,Rio de Janeiro,-43.18736944,-22.92481389,44,300,Brazilian Real(R$),4,4.7,Excellent,Brazilian
7302859,Aconchego Carioca,30,Rio de Janeiro,-43.21551111,-22.91370833,24,85,Brazilian Real(R$),3,4.6,Excellent,"Brazilian, Bar Food"
7301700,Garota de Ipanema,30,Rio de Janeiro,-43.16266667,-22.94783333,10,80,Brazilian Real(R$),3,4.3,Very Good,"Brazilian, Bar Food"
6706313,Cantina Famiglia Mancini,30,Sí£o Paulo,-46.64516667,-23.55066667,49,250,Brazilian Real(R$),4,4.5,Excellent,"Italian, Pizza"
6704326,Templo da Carne - Marcos Bassi,30,Sí£o Paulo,-46.64633333,-23.559,17,250,Brazilian Real(R$),4,4.4,Very Good,"Steak, BBQ"
6711179,Gopala Hari,30,Sí£o Paulo,-46.65866667,-23.55616667,5,70,Brazilian Real(R$),3,3.1,Average,Indian
6702797,Jiquitaia,30,Sí£o Paulo,-46.657523,-23.55671,15,100,Brazilian Real(R$),4,4.1,Very Good,Brazilian
6700475,Skye - Hotel Unique,30,Sí£o Paulo,-46.666851,-23.581688,59,300,Brazilian Real(R$),4,4.8,Excellent,"Beverages, International"
6713413,Les 3 Brasseurs,30,Sí£o Paulo,-46.67511,-23.582135,30,120,Brazilian Real(R$),4,4.6,Excellent,"French, Brazilian, Beverages"
6714340,Red Steak & Burger,30,Sí£o Paulo,-46.683888,-23.585324,5,75,Brazilian Real(R$),3,3.9,Good,"Brazilian, Grill"
6710645,Cantinho da Gula,30,Sí£o Paulo,-46.67566667,-23.581,0,55,Brazilian Real(R$),2,0,Not rated,Brazilian
6700402,Paris 6 Classique,30,Sí£o Paulo,-46.666041,-23.561568,73,200,Brazilian Real(R$),4,3.4,Average,French
6700846,Kawa Sushi,30,Sí£o Paulo,-46.657418,-23.571638,9,120,Brazilian Real(R$),4,3.5,Good,"Sushi, Japanese"
6702159,A Figueira Rubaiyat,30,Sí£o Paulo,-46.66983333,-23.5655,39,300,Brazilian Real(R$),4,4.3,Very Good,"BBQ, Grill, Brazilian"
6711666,Kinoshita,30,Sí£o Paulo,-46.67133333,-23.59233333,12,230,Brazilian Real(R$),4,3.9,Good,Sushi
6701257,Meats,30,Sí£o Paulo,-46.68133333,-23.56483333,68,120,Brazilian Real(R$),4,4.3,Very Good,"Gourmet Fast Food, Burger"
6706211,Paribar,30,Sí£o Paulo,-46.64159444,-23.54664167,46,150,Brazilian Real(R$),4,4.3,Very Good,"Brazilian, Italian"
6705858,Terraí_o Itíçlia,30,Sí£o Paulo,-46.643425,-23.545163,37,400,Brazilian Real(R$),4,4.4,Very Good,Italian
6701419,Divino Fogí£o,30,Sí£o Paulo,-46.63716667,-23.5995,2,65,Brazilian Real(R$),3,0,Not rated,"Brazilian, Mineira"
6703956,Super Grill,30,Sí£o Paulo,-46.698574,-23.622925,2,50,Brazilian Real(R$),2,0,Not rated,Brazilian
6709580,Esquina Mocotí_,30,Sí£o Paulo,-46.581672,-23.486535,22,100,Brazilian Real(R$),4,4.4,Very Good,"Brazilian, North Eastern"
6703176,Veloso,30,Sí£o Paulo,-46.63566667,-23.58516667,58,70,Brazilian Real(R$),3,4.6,Excellent,"Brazilian, Bar Food, Beverages"
6713772,Sainte Marie Gastronomia,30,Sí£o Paulo,-46.746958,-23.609207,11,120,Brazilian Real(R$),4,4.1,Very Good,"Lebanese, Arabian"
17284404,Austin's BBQ and Oyster Bar,216,Albany,-84.221535,31.610387,35,25,Dollar($),2,3.3,Average,"BBQ, Burger, Seafood"
17284203,BJ's Country Buffet,216,Albany,-84.207095,31.608743,25,10,Dollar($),1,3.3,Average,"American, BBQ"
17284105,Cookie Shoppe,216,Albany,-84.154,31.5772,34,0,Dollar($),1,3.4,Average,
17284302,El Vaquero Mexican Restaurant,216,Albany,-84.2194,31.6158,45,0,Dollar($),1,3.4,Average,Mexican
17284397,Elements Coffee Co - Northwest,216,Albany,-84.206944,31.622412,26,10,Dollar($),1,3.4,Average,"Coffee and Tea, Sandwich"
17284211,Pearly's Famous Country Cookng,216,Albany,-84.1759,31.5882,36,0,Dollar($),1,3.4,Average,
17284094,Chick-fil-A,216,Albany,-84.2193,31.616,67,10,Dollar($),1,3.5,Good,Fast Food
17284409,Guang Zhou Chinese Restaurant,216,Albany,-84.2091458,31.6155186,141,10,Dollar($),1,3.9,Good,"Asian, Chinese, Vegetarian"
17284139,Harvest Moon,216,Albany,-84.205718,31.604905,147,25,Dollar($),2,3.7,Good,"Pizza, Bar Food, Sandwich"
17284403,Henry Campbell's Steakhouse,216,Albany,-84.223278,31.612121,51,70,Dollar($),4,3.5,Good,"Steak, Tapas, Bar Food"
17284145,Hong Kong Cafe,216,Albany,-84.2191,31.6156,88,25,Dollar($),2,3.6,Good,"Chinese, Seafood, Vegetarian"
17284150,House of China Restaurant II,216,Albany,-84.212,31.6104,153,10,Dollar($),1,3.8,Good,Chinese
17284158,Jimmie's Hot Dogs,216,Albany,-84.1534,31.5751,160,10,Dollar($),1,3.9,Good,
17284175,Locos Grill & Pub,216,Albany,-84.2228,31.6077,57,25,Dollar($),2,3.5,Good,"American, Burger, Sandwich"
17284179,Longhorn Steakhouse,216,Albany,-84.2229,31.6185,58,25,Dollar($),2,3.5,Good,"American, Steak"
17284197,Mikata Japanese Steakhouse,216,Albany,-84.2164,31.6137,115,40,Dollar($),3,3.6,Good,"Japanese, Steak, Sushi"
17284241,Shogun Japanese Steak House,216,Albany,-84.2233,31.6118,51,40,Dollar($),3,3.5,Good,"Japanese, Steak, Sushi"
17284390,The Catch Seafood Room & Oyster Bar,216,Albany,-84.205025,31.605882,250,40,Dollar($),3,3.8,Good,"Seafood, Tapas, Bar Food"
17284279,Villa Gargano,216,Albany,-84.1757,31.5985,117,10,Dollar($),1,3.7,Good,"Italian, Pizza"
17284364,3 Squares Diner,216,Albany,-83.8389,31.5308,20,10,Dollar($),1,3.4,Average,"American, Breakfast, Diner"
16611114,Whitebull Hotel,14,Armidale,151.6688792,-30.5147169,25,20,Dollar($),2,3.5,Good,"Bar Food, Steak"
17293281,Last Resort Grill,216,Athens,-83.378273,33.957999,1821,40,Dollar($),3,4.5,Excellent,"American, Southern, Southwestern"
17293301,Mama's Boy Restaurant,216,Athens,-83.3654,33.9535,849,10,Dollar($),1,4.5,Excellent,Southern
17293409,Sr. Sol 1,216,Athens,-83.4293,33.9652,917,10,Dollar($),1,4.6,Excellent,Mexican
17293163,Choo Choo Eastside,216,Athens,-83.3389,33.9259,439,10,Dollar($),1,3.9,Good,"Japanese, Korean"
17293228,The Grill,216,Athens,-83.375523,33.958198,289,10,Dollar($),1,3.7,Good,"Breakfast, Burger, Sandwich"
17293880,Big City Bread Cafe,216,Athens,-83.384004,33.959392,558,10,Dollar($),1,4.3,Very Good,"Breakfast, Sandwich"
17293169,Clocked,216,Athens,-83.3797,33.9584,613,10,Dollar($),1,4.2,Very Good,"American, Burger, Sandwich"
17293186,DePalma's Italian Cafe - Downtown,216,Athens,-83.373596,33.958112,353,25,Dollar($),2,4,Very Good,"American, Italian, Pizza"
17293180,DePalma's Italian Cafe - East Side,216,Athens,-83.33995,33.924275,387,25,Dollar($),2,4.1,Very Good,"American, Italian, Pizza"
17293205,Five & Ten,216,Athens,-83.3872482,33.9415545,755,40,Dollar($),3,4.3,Very Good,American
17293229,Grit,216,Athens,-83.381625,33.960112,800,10,Dollar($),1,4.2,Very Good,"International, Southern, Vegetarian"
17293897,Ike & Jane,216,Athens,-83.400887,33.963296,350,10,Dollar($),1,4.1,Very Good,Sandwich
17293273,La Dolce Vita Ristorante,216,Athens,-83.4075,33.9584,464,40,Dollar($),3,4.1,Very Good,Italian
17293870,Shokitini,216,Athens,-83.379251,33.957503,550,25,Dollar($),2,4.2,Very Good,"Asian, Japanese, Sushi"
17293877,Taqueria Del Sol,216,Athens,-83.383605,33.960571,543,10,Dollar($),1,4.1,Very Good,"Mexican, Spanish"
17293890,The National,216,Athens,-83.37967,33.959468,465,40,Dollar($),3,4.1,Very Good,"International, Southern"
17293915,The Royal Peasant,216,Athens,-83.38728,33.937502,546,10,Dollar($),1,4.4,Very Good,Bar Food
17293422,Transmetropolitan,216,Athens,-83.3764,33.9584,1098,10,Dollar($),1,4.4,Very Good,"Italian, Pizza, Sandwich"
17293873,Trappeze Pub,216,Athens,-83.378881,33.958363,579,25,Dollar($),2,4.2,Very Good,"Burger, Bar Food"
17294014,Viva! Argentine Cuisine,216,Athens,-83.3828224,33.9600227,374,10,Dollar($),1,4.1,Very Good,"Desserts, Latin American, Argentine"
17294556,Miyabi Kyoto Japanese Steak House,216,Augusta,-82.0865,33.4721,717,40,Dollar($),3,4.6,Excellent,"Chinese, Steak"
17294607,Rae's Coastal Cafe,216,Augusta,-82.0698,33.4791,548,40,Dollar($),3,4.9,Excellent,"American, Caribbean, Seafood"
17294279,The Bee's Knees,216,Augusta,-81.97,33.4765,631,25,Dollar($),2,4.5,Excellent,"International, Tapas, Vegetarian"
17294300,Boll Weevil Cafe,216,Augusta,-81.9684,33.474,372,10,Dollar($),1,3.9,Good,"Desserts, Sandwich, Southern"
17295215,Farmhaus Burger,216,Augusta,-81.973006,33.477444,201,25,Dollar($),2,3.9,Good,"American, Burger"
17295028,Manuel's Bread Cafe,216,Augusta,-81.965571,33.481779,332,40,Dollar($),3,3.8,Good,"Breakfast, French"
17294642,Sconyers Bar B Que,216,Augusta,-82.0327,33.4086,304,25,Dollar($),2,3.5,Good,BBQ
17295109,Frog Hollow Tavern,216,Augusta,-81.974944,33.478231,368,40,Dollar($),3,4.3,Very Good,American
17294441,Giuseppe's Pizza & Italian Specialities,216,Augusta,-82.096,33.4827,430,25,Dollar($),2,4.1,Very Good,"Desserts, Italian, Pizza"
17294552,Mellow Mushroom,216,Augusta,-81.9721,33.4778,433,25,Dollar($),2,4.4,Very Good,"Italian, Pizza, Sandwich"
17294565,Nacho Mamas Burritos,216,Augusta,-81.9694,33.4764,380,10,Dollar($),1,4,Very Good,Mexican
17294623,Rhinehart's Oyster Bar,216,Augusta,-82.0505,33.5133,456,25,Dollar($),2,4,Very Good,"Bar Food, Sandwich, Seafood"
17294712,Takosushi,216,Augusta,-82.0301,33.4848,647,40,Dollar($),3,4.2,Very Good,"Mexican, Southwestern, Sushi"
17295033,The Chop House,216,Augusta,-82.080788,33.467201,360,40,Dollar($),3,4,Very Good,Steak
17295069,The Taj of India,216,Augusta,-82.0805493,33.5375868,227,25,Dollar($),2,4,Very Good,Indian
17294261,Augsburg Haus,216,Augusta,-82.143793,33.544342,290,25,Dollar($),2,3.9,Good,German
17295115,Pho Bac,216,Augusta,-82.126161,33.532249,270,10,Dollar($),1,4.1,Very Good,Vietnamese
17294836,Rhinehart's Oyster Bar,216,Augusta,-82.141284,33.521291,326,25,Dollar($),2,4,Very Good,"Burger, Seafood"
17294850,Thai Kitchen,216,Augusta,-82.1328,33.5406,317,35,Dollar($),3,4.3,Very Good,Thai
17294883,El Kiosco Mexican Restaurant,216,Augusta,-82.1997,33.4574,300,10,Dollar($),1,4.2,Very Good,Mexican
16608864,Taste of Balingup,14,Balingup,115.9844924,-33.7845269,21,20,Dollar($),2,3.2,Average,Modern Australian
16604911,Bridge Road Brewers,14,Beechworth,146.685852,-36.360439,237,20,Dollar($),2,4.6,Excellent,"Pizza, Bar Food"
17303465,Bardenay,216,Boise,-116.2019,43.6138,879,25,Dollar($),2,4.5,Excellent,"American, Bar Food"
17303642,Flatbread Neapolitan Pizzeria,216,Boise,-116.203466,43.616068,615,25,Dollar($),2,4.6,Excellent,"Italian, Pizza"
17303670,Goldy's Breakfast Bistro,216,Boise,-116.2023,43.6149,879,25,Dollar($),2,4.5,Excellent,"Breakfast, Sandwich"
17303545,Chandlers Steakhouse,216,Boise,-116.2064,43.6157,379,70,Dollar($),4,3.9,Good,"American, Seafood, Steak"
17303655,Bar Gernika Basque Pub & Eatery,216,Boise,-116.2031,43.614,303,10,Dollar($),1,4.3,Very Good,"European, Spanish"
17304691,Barbacoa Restaurant,216,Boise,-116.185034,43.597235,538,70,Dollar($),4,4.1,Very Good,"Latin American, Steak"
17303478,Big Jud's,216,Boise,-116.2062,43.5945,334,10,Dollar($),1,4.2,Very Good,"American, Burger, Sandwich"
17303480,Bittercreek Ale House,216,Boise,-116.2022,43.6167,555,25,Dollar($),2,4.3,Very Good,"American, Bar Food"
17304733,Boise Fry Company,216,Boise,-116.193409,43.610279,823,10,Dollar($),1,4.4,Very Good,"American, Burger"
17303646,Flying Pie Pizzaria,216,Boise,-116.2625,43.6192,550,25,Dollar($),2,4.1,Very Good,Pizza
17304929,Fork,216,Boise,-116.202845,43.616295,650,25,Dollar($),2,4.4,Very Good,"American, Burger"
17303684,Guido's Original New York Style Pizza,216,Boise,-116.199,43.615,410,10,Dollar($),1,4.3,Very Good,Pizza
17303772,Los Beto's,216,Boise,-116.2463,43.6191,660,10,Dollar($),1,4.4,Very Good,Mexican
17305123,Lucianos Italian Restaurant,216,Boise,-116.245165,43.6051379,360,25,Dollar($),2,4.4,Very Good,"Italian, Seafood, Vegetarian"
17303787,Mai Thai Restaurant,216,Boise,-116.2021,43.6162,340,40,Dollar($),3,4,Very Good,"Sushi, Thai"
17303990,Shige Japanese Cuisine,216,Boise,-116.2031,43.6156,393,25,Dollar($),2,4.1,Very Good,"Japanese, Sushi, Teriyaki"
17304741,The Egg Factory,216,Boise,-116.281809,43.619274,422,10,Dollar($),1,4.3,Very Good,Breakfast
17304726,Tucanos,216,Boise,-116.280614,43.591706,435,40,Dollar($),3,4,Very Good,Brazilian
17304486,Texas Roadhouse,216,Boise,-116.347304,43.619108,369,25,Dollar($),2,4,Very Good,"American, BBQ, Steak"
17304533,Brick 29,216,Boise,-116.5629,43.5777,487,40,Dollar($),3,4.4,Very Good,American
17316233,Winifreds,216,Cedar Rapids/Iowa City,-91.6336,42.0179,98,40,Dollar($),3,3.7,Good,"American, Mediterranean, Seafood"
17315883,Biaggi's Ristorante Italiano,216,Cedar Rapids/Iowa City,-91.6327,42.0281,365,40,Dollar($),3,4.1,Very Good,"Italian, Pizza"
17315995,El Super Burrito,216,Cedar Rapids/Iowa City,-91.7148,41.9748,190,10,Dollar($),1,4.1,Very Good,Mexican
17316018,Granite City Food & Brewery,216,Cedar Rapids/Iowa City,-91.6224,42.0249,429,40,Dollar($),3,4.1,Very Good,"American, Breakfast, Burger"
17316038,Irish Democrat,216,Cedar Rapids/Iowa City,-91.6347,42.01,430,25,Dollar($),2,4.4,Very Good,"American, BBQ, Burger"
17316771,Taste of India,216,Cedar Rapids/Iowa City,-91.6499622,42.0215347,186,25,Dollar($),2,4.2,Very Good,Indian
17316201,Thai Moon Restaurant,216,Cedar Rapids/Iowa City,-91.7266,41.9639,220,10,Dollar($),1,4.2,Very Good,"Chinese, Sushi, Thai"
17316208,Ting's Red Lantern,216,Cedar Rapids/Iowa City,-91.6394,42.0468,347,10,Dollar($),1,4.2,Very Good,Chinese
17316389,Monica's,216,Cedar Rapids/Iowa City,-91.569767,41.670466,161,25,Dollar($),2,3.8,Good,"American, Italian, Pizza"
17316278,Exotic India,216,Cedar Rapids/Iowa City,-91.5687,41.6685,160,25,Dollar($),2,4.1,Very Good,Indian
17316744,Shorts Burger and Shine,216,Cedar Rapids/Iowa City,-91.534424,41.660982,820,10,Dollar($),1,4.9,Excellent,Burger
17316751,The Hamburg Inn No. 2 Inc.,216,Cedar Rapids/Iowa City,-91.531414,41.663849,488,10,Dollar($),1,4.5,Excellent,"American, Breakfast, Burger"
17316766,Bluebird Diner,216,Cedar Rapids/Iowa City,-91.531093,41.663751,253,25,Dollar($),2,3.6,Good,"Breakfast, Diner"
17316743,Graze,216,Cedar Rapids/Iowa City,-91.534302,41.658691,220,40,Dollar($),3,3.8,Good,"American, International, Sushi"
17316374,A & A Pagliai's Pizza,216,Cedar Rapids/Iowa City,-91.5314,41.6648,485,25,Dollar($),2,4.3,Very Good,Pizza
17316381,Atlas World Grill,216,Cedar Rapids/Iowa City,-91.5341,41.661,428,40,Dollar($),3,4.3,Very Good,International
17316802,BlackStone,216,Cedar Rapids/Iowa City,-91.482165,41.667742,294,25,Dollar($),2,4.1,Very Good,"American, Breakfast"
17316416,Devotay,216,Cedar Rapids/Iowa City,-91.5318,41.6625,380,40,Dollar($),3,4,Very Good,"Mediterranean, Tapas, Vegetarian"
17316449,Jimmy Jack's Rib Shack,216,Cedar Rapids/Iowa City,-91.5074,41.6428,259,25,Dollar($),2,4.2,Very Good,BBQ
17316603,Zoeys Pizzeria,216,Cedar Rapids/Iowa City,-91.5995,42.0331,433,25,Dollar($),2,4.7,Excellent,"Pizza, Sandwich"
16659169,Tokyo Sushi,37,Chatham-Kent,-82.188438,42.397683,176,25,Dollar($),2,3.7,Good,"Japanese, Sushi"
17558684,Berry Patch Restaurant,216,Clatskanie,-123.368151,46.126967,96,10,Dollar($),1,4.3,Very Good,"American, Breakfast, Desserts"
18366580,Sakura Sushi & Grill,216,Cochrane,-114.472474,51.183934,6,25,Dollar($),2,3.1,Average,"Asian, Japanese"
17330755,Uptown Vietnam cuisine,216,Columbus,-84.992671,32.470315,33,10,Dollar($),1,3.3,Average,"Asian, Vietnamese"
17330611,Cafe Le Rue @ The Landings,216,Columbus,-84.95591,32.519247,489,25,Dollar($),2,4.6,Excellent,"American, Seafood, Cajun"
17330609,Mark's City Grille,216,Columbus,-84.927047,32.555591,345,25,Dollar($),2,4.5,Excellent,American
17330024,B Merrell's,216,Columbus,-84.9436,32.5577,149,25,Dollar($),2,3.8,Good,"Burger, Bar Food, Southern"
17330074,Cannon Brewpub,216,Columbus,-84.9936,32.4656,330,25,Dollar($),2,3.9,Good,"Pizza, Bar Food"
17330185,Fuji Japanese Steak House,216,Columbus,-84.954984,32.5382197,247,40,Dollar($),3,3.9,Good,"Japanese, Steak"
17330397,Ruth Ann's Family Restaurant,216,Columbus,-84.9876,32.4637,123,10,Dollar($),1,3.7,Good,"Breakfast, Diner, Southern"
17330735,Samurai Japanese Cuisine & Sushi Bar,216,Columbus,-84.9933631,32.4652417,109,40,Dollar($),3,3.6,Good,"Japanese, Steak, Sushi"
17330676,Wasabi Sushi and Thai,216,Columbus,-84.96661,32.534002,134,40,Dollar($),3,3.7,Good,"Japanese, Sushi, Thai"
17330048,Buckhead Bar and Grill,216,Columbus,-84.95367,32.513154,722,40,Dollar($),3,4.2,Very Good,"Seafood, Steak, Vegetarian"
17330604,Burt's Butcher Shoppe and Eatery,216,Columbus,-84.947569,32.504657,213,25,Dollar($),2,4.3,Very Good,Steak
17330087,Chef Lee's Peking Restaurant,216,Columbus,-84.9607,32.5393,335,25,Dollar($),2,4,Very Good,Chinese
17330137,Country's Barbecue,216,Columbus,-84.9464,32.4792,353,25,Dollar($),2,4,Very Good,"BBQ, Southern"
17330155,Deorio's,216,Columbus,-84.9427,32.481,170,0,Dollar($),1,4,Very Good,"Italian, Pizza"
17330309,Mellow Mushroom,216,Columbus,-84.9557,32.5321,192,25,Dollar($),2,4.1,Very Good,Pizza
17330311,Meritage,216,Columbus,-84.992093,32.466158,302,40,Dollar($),3,4.1,Very Good,"American, Tapas"
